Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
CARTAGO,Men Brown Thong Flip-Flops,₹349,MRP ₹1199,(Rs. 850 OFF),3.9,9 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
max,Men Textured Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,68 Ratings,"A pair of green and grey textured thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Thong Flip-Flops,₹584,MRP ₹649,(10% OFF),3.9,7 Ratings,"A pair of black and orange solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
CASSIEY,Men Flip Flops,₹699,MRP ₹999,(Rs. 300 OFF),3.9,52 Ratings,Lightweight - these summer sandals are unisex. Put on these lightweight sandals and go to the beach with the family for a series of water activities. Perfect summer slippers and water sandals for men and women. Non-slip sole - These comfortable Clog Shoes are ideal for you heading to walking.,Croslite,Casual,Solid,EVA,Regular,Clogs,,,,,,
FAUSTO,Men Thong Flip-Flops,₹1195,MRP ₹1299,(8% OFF),4.6,5 Ratings,"A pair of tan and camel brown solid thong flip-flops
Pu upper
Cushioned footbed
Patterned rubber outsole",PU,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Colourblocked Thong Flip-Flops,₹1117,MRP ₹1299,(14% OFF),4.6,5 Ratings,"A pair of navy blue and white colourblocked thong flip-flops
Pu upper
Cushioned footbed
Patterned rubber outsole",PU,Casual,Colourblocked,Rubber,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Thong Flip-Flops,₹521,MRP ₹579,(10% OFF),4,62 Ratings,"A pair of olive green and red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
max,Men Textured Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),3.4,9 Ratings,"A pair of olive green and brown textured thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
NEOZ,Men Printed Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.4,17 Ratings,"A pair of green and beige printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Thong Flip-Flops,,,,,,
NEOZ,Men Printed Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.4,17 Ratings,"A pair of coffee brown and beige printed thong flip-flops
Synthetic upper
Cushioned footbed
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Thong Flip-Flops,,,,,,
NEOZ,Men Printed Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.4,17 Ratings,"A pair of black and grey printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Printed,Synthetic,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹616,MRP ₹649,(5% OFF),3.8,5 Ratings,"A pair of camel brown and grey printed thong flip-flops
Syntetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
DEAS,Men Textured Thong Flip-Flops,₹399,MRP ₹999,(60% OFF),4.2,11 Ratings,"A pair of black textured thong flip-flops
Upper material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Textured Thong Flip-Flops,₹764,MRP ₹899,(15% OFF),5,5 Ratings,"A pair of brown and black textured  thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,PVC,Regular,Thong Flip-Flops,15 days,,,,,
COBB,Men Textured Thong Flip-Flops,₹384,MRP ₹1099,(65% OFF),4.1,14 Ratings,"A pair of black and grey Textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,Synthetic,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Colourblocked Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),3.8,41 Ratings,"A pair of brown and black colourblocked thong flip-flops
Plastic upper
Cushioned footbed
Patterned eva outsole",Plastic,Casual,Colourblocked,EVA,Regular,Thong Flip-Flops,,,,,,
ABROS,Men Thong Flip-Flops,₹711,MRP ₹749,(5% OFF),3.8,60 Ratings,"A pair of thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/48b38b87-934f-470e-ac4d-575e027b2e881724670153323-Adobe-Scan-26-Aug-2024_page-0001.jpg,1234567,31/07/2026,,
CHUPPS,Men Rubber Thong Flip-Flops,₹449,MRP ₹999,(55% OFF),3.5,16 Ratings,"A pair of thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,Rubber,Regular,Thong Flip-Flops,6 months,,,,,
CODE by Lifestyle,Men Thong Flip-Flops,₹659,MRP ₹1099,(40% OFF),3.7,9 Ratings,"A pair of black and green solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹1000,MRP ₹1099,(9% OFF),3.4,17 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Black Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),3.8,11 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Black Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.1,12 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),3.8,6 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹1117,MRP ₹1299,(14% OFF),3.8,22 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned foot bed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Grey Thong Flip-Flops,₹561,MRP ₹749,(25% OFF),3.2,9 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Black Thong Flip-Flops,₹621,MRP ₹829,(25% OFF),3.5,8 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Tan Thong Flip-Flops,₹1104,MRP ₹1299,(15% OFF),3.7,18 Ratings,"A pair of tan solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Roadster,Men Tan Thong Flip-Flops,₹778,MRP ₹5990,(87% OFF),3.8,110 Ratings,"A pair of tan solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/15/a3a4cddb-a915-4492-abb7-755375e946a51723713711831-BIS.jpg,8800133414,03/07/2025,,
Skechers,Men Black Thong Flip-Flops,₹1665,MRP ₹1699,(2% OFF),4.2,56 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Skechers,Men Black Thong Flip-Flops,₹2939,MRP ₹2999,(2% OFF),4.6,5 Ratings,"A pair of black solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Fabric,Casual,Solid,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Sparx,Men Printed Thong Flip-Flops,₹296,MRP ₹329,(10% OFF),4.4,1.4k Ratings,"A pair of orange and blue printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Puma,Men Printed Thong Flip-Flops,₹1329,MRP ₹1899,(30% OFF),4.5,704 Ratings,"A pair of navy blue printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/19/b980d608-95eb-48a0-8657-e5f40c2f7d291724051134951-PUMA-22_page-0001.jpg,1234567,31/07/2026,,
Hush Puppies,Men Thong Flip-Flops,₹1699,MRP ₹1999,(15% OFF),4,5 Ratings,"A pair of navy blue solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/9/12/6eda0587-1bf7-4752-8e37-eaf55bbc99f21726128615244-BIS-Certificate---Myntra-Jabong-India-Pvt.-Ltd--3-_page-0001--1-.jpg,1234567,31/07/2026,,
Duke,Men Printed Thong Flip-Flops,₹299,MRP ₹499,(40% OFF),4.3,87 Ratings,"A pair of brown printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
SCENTRA,Men Printed Thong Flip-Flops,₹209,MRP ₹699,(70% OFF),3.7,14 Ratings,"A pair of green,black and white printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),4.4,18 Ratings,"A pair of navy blue and black printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹299,MRP ₹499,(40% OFF),4.3,87 Ratings,"A pair of grey and green printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Printed Thong Flip-Flops,₹299,MRP ₹499,(40% OFF),4.1,101 Ratings,"A pair of printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,,,,,
Puma,Men Fercat Thong Flip-Flops,₹1529,MRP ₹1799,(15% OFF),4.4,170 Ratings,"PRODUCT DESIGN DETAILS:
A pair of grey printed with logo printed detail thong flip flops
Synthetic upper
Cushioned footbed
Heel type: Flat
Shoe width: Regular fit
EVA outsole for lightweight feel & grip
Warranty: 3 months
Warranty provided by brand/manufacturer
PRODUCT STORY:

Perfect for casual outings or laid-back weekends at home, step into comfort with the PUMA Fercat Men's Flip-Flops. These stylish flip-flops sport a thong strap design adorned with the PUMA logo and abstract graphic, exhibiting a relaxed yet sporty vibe",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,3 months,,,,,
Hitz,Men Thong Flip-Flops,₹1558,MRP ₹3895,(60% OFF),3,5 Ratings,"A pair of solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
Red Tape,Men Fabric Flexible Thong Flip-Flops,₹599,MRP ₹1999,(70% OFF),4.3,1.4k Ratings,"A pair of blue thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer
Features:
Skin - Friendly
Cushioned
Sole Flexible",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Red Tape,Men Textured Thong Flip-Flops,₹649,MRP ₹2166,(70% OFF),4.2,385 Ratings,"A pair of black textured thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand manufacturer",PU,Casual,Self Design,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Red Tape,Men Striped Thong Flip-Flops,₹649,MRP ₹2166,(70% OFF),4.3,539 Ratings,"A pair of navy blue striped thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand/manufacturer",PU,Casual,Striped,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Red Tape,Men Fabric Flexible Thong Flip-Flops,₹599,MRP ₹1999,(70% OFF),4.3,1.4k Ratings,"A pair of grey thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand owner/manufacturer
Features:
Skin - Friendly
Cushioned
Sole Flexible",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,45 days,,,,,
Skechers,Men Courtwald Printed Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4,229 Ratings,"A pair of multicoloured printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,,,,,
ADIDAS,Men Brand Logo Printed Zenith Thong Flip-Flops,₹719,MRP ₹1799,(60% OFF),4.4,184 Ratings,"A pair of navy blue and grey brand logo printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/14/a8f2c638-fe53-438b-9651-99c95e17a3d41723640704524-BIS-Declaration-Myntra-13082024--1---1-_page-0001.jpg,1234567,31/07/2026,,
Red Tape,Men Textured Thong Flip-Flops,₹649,MRP ₹2166,(70% OFF),4.3,310 Ratings,"A pair of beige textured thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand/manufacturer",PU,Casual,Self Design,EVA,Regular,Thong Flip-Flops,45 days,,,,,
El Paso,Men Brown & Black Thong Flip-Flops,₹799,MRP ₹3995,(80% OFF),3.8,3.4k Ratings,"A pair of brown and black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/15/a3a4cddb-a915-4492-abb7-755375e946a51723713711831-BIS.jpg,8800133414,03/07/2025,,
DOCTOR EXTRA SOFT,Men Printed Orthopedic Non-Slip Thong Flip-Flops,₹499,MRP ₹999,(Rs. 500 OFF),4.3,460 Ratings,"A pair of black and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole

Features:
Orthopedic non-slip specially designed doctor extra soft sole
Extra soft padded cushion reduces stress and provides full day comfort.
Eva towel effect upper for stylish look and extra comfort.
Pain relief orthopedic diabetic footwear for all kinds of casual activities
Special soft sweat free woven thong for better grip",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Lightweight Rubber Thong Flip-Flops,₹359,MRP ₹599,(40% OFF),4.2,976 Ratings,"A pair of black and white Lightweight  thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,1 month,,,,,
El Paso,Men Buckle Detailed Leather Slip-On Flip Flops,₹799,MRP ₹3995,(80% OFF),3.8,3.3k Ratings,"A pair of white solid buckle detailed slip-on flip flops
Leather upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Slip-On,3 months,https://assets.myntassets.com/assets/images/2024/8/15/a3a4cddb-a915-4492-abb7-755375e946a51723713711831-BIS.jpg,8800133414,03/07/2025,Ben 10,
Puma,Flymo Injex Unisex Flip-Flops,₹1189,MRP ₹1399,(15% OFF),4.8,17 Ratings,"Product Design Details:
A pair of beige solid round toe slip-on flip flop
Synthetic upper
Cushioned footbed
Rubber Outsole
Warranty: 3 months
Warranty provided by brand/manufacturer
PUMA Wordmark details
About The Product:

: Take your beach days to the next level. The Puma Flymo Injex flip-flops are built for comfort and adventure with a moulded EVA footbed and grippy outsole to keep you steady on any terrain. Water resistant and anti-slip, they'll get you from seaside to sunset stroll and back again. Now get out there and make some waves",Synthetic,Casual,Solid,Rubber,Regular,Slip-On,3 months,,,,,
yoho,Men Comfortable Flip Flop Slipper,₹496,MRP ₹699,(29% OFF),4.3,3k Ratings,"A pair of solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer
Soft Toe Separator (Luppi)
Lightweight
Anti-Skid",Rubber,Casual,Solid,EVA,Regular,Room Slippers,,,,,,
ADIDAS,Men Brand Logo Printed ZENITH Thong Flip-Flops,₹719,MRP ₹1799,(60% OFF),4.4,185 Ratings,"A pair of black and white printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/14/a8f2c638-fe53-438b-9651-99c95e17a3d41723640704524-BIS-Declaration-Myntra-13082024--1---1-_page-0001.jpg,1234567,31/07/2026,,
