Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Pronation for Running Shoes,Arch Type,Cushioning,Running Type,Distance,Surface Type,Number of Items,Package Contains,Warranty,Technology
Puma,Kids SOFT Enzo Evo Slip-On Running Shoes,₹3499,MRP ₹4999,(30% OFF),4.5,17 Ratings,"Product Design Details
A pair of grey shoes, has regular styling, slip-on detail
Textile upper
EVA midsole
Rubber outsole
Printed PUMA Wordmark on the strap
PUMA Kids: Recommended for kids between 4 and 8 years
Warranty: 3 months against manufacturing defects only
Warranty provided by the brand owner/manufacturer
About the shoe
Stand out from the crowd in these slip-on sneakers, which combine the very best of our Softride and Enzo lines. They're easy to slide on and off and they offer extreme cushioning for all-day comfort.",Running,Textile,Slip-On,Regular,Marking,No Cleats,Neutral,Flat,Medium,Road Running,,All-Rounder,,,3 months,
toothless,Boys Navy Blue Walking Sports Shoes,₹479,MRP ₹1599,(70% OFF),3.8,21 Ratings,"A pair of navy blue shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Synthetic,Slip-On,Regular,Marking,No Cleats,,,Medium,,,Outdoor,,,,
Puma,Kids ULTRA PLAY TT Jr Football Shoes,₹3199,MRP ₹3999,(20% OFF),4.5,8 Ratings,"PRODUCT DESIGN DETAILS:
A pair of blue,green and white brand logo printed details round toe sports shoes with regular styling has a lace up closure
Lightweight PU upper
Cushioned footbed
Regular tongue construction
Low-profile multi-studded rubber outsole
TT: Turf training outsole
Regular to narrow fit
Warranty: 3 Months
Warranty provided by brand/manufacturer
PRODUCT STORY:

Just when they think you couldnt get any faster, you do",Football,PU,Lace-Ups,Regular,Marking,No Cleats,,,Medium,,Medium,Outdoor,2,,3 months,
Puma,Kids Black & White Textile Basketball Non-Marking Varion Youth Indoor Sports Shoes,₹3149,MRP ₹4499,(30% OFF),4.6,63 Ratings,"A pair of black shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months

PRODUCT STORY :
You need a stable base for unstoppable acceleration and the new Varion Youth Indoor Sports Shoes are engineered to provide the ultimate secure fit.
The innovative rubber grip pattern improves traction, while the clever lateral and medial frame structure locks the foot down.
Topped off with the comfort of soft midsole cushioning and breathable mesh, youll be ready to take your training to the next level

FEATURES & BENEFITS :
SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day
CMEVA: PUMA's compression-moulded EVA material for lightweight performance 

PRODUCT DETAILS :
Low boot with a regular to wide fit
Variomesh upper for superb breathability and comfort
CMEVA midsole, Non-marking rubber outsole
Variofoam for a lightweight cushioning sensation
Stability frame for lateral and medial support
Lace closure for a snug fit
PUMA Cat Logo at lateral side
PUMA Youth style: Recommended for older kids between 8 and 16 years",Basketball,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,Neutral,,Medium,,,Indoor,,,3 months,
Puma,Kids ATTACANTO FG/AG Youth Football Shoes,₹2449,MRP ₹3499,(30% OFF),4.4,56 Ratings,"PRODUCT DESIGN DETAILS:
A pair of yellow and black printed with logo printed detail round toe sports shoes with regular styling has a lace-up closure
Synthetic upper
Cushioned footbed
Lightweight TPU outsole
Heel type: Flat.
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm.
Low boot.Laces
FG/AG: Firm ground/Artificial ground
Warranty: 3 Months
Warranty provided by brand/manufacturer
PRODUCT STORY:

A simple, no-nonsense boot built to meet your demands on the pitch, the ATTACANTO is built with a soft upper for enhanced touch and ball control.",Football,Synthetic,Lace-Ups,Regular,Marking,Fixed,,,Medium,,Medium,Outdoor,2,,3 months,
Puma,Kids Black Mesh NRGY Rupture Youth Trainers,₹2449,MRP ₹3499,(30% OFF),4.6,8 Ratings,"Product Details:
Low boot
Mesh upper for breathability
Non-marking rubber outsole
Lace closure for a snug fit
PUMA Formstrip at lateral side
PUMA Cat Logo at tongue and toe
PUMA Kid's style: recommended for older kids between 8 and 16 years
Warranty: 3 months
Warranty provided by brand/manufacturer",Training or Gym,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,Medium,Trail Running,Medium,Outdoor,,,3 months,
Puma,Kids FUTURE 7 PLAY FG/AG Youth Football Boots,₹2924,MRP ₹4499,(35% OFF),4.7,24 Ratings,"SPECIAL TECHNOLOGIES:
The upper of this shoe is made from at least 30% recycled material
PRODUCT DESIGN DETAILS:
A pair of black solid with brand logo printed details round toe sports shoes with regular styling has a lace up closure
Synthetic upper
Cushioned footbed
Synthetic outsole
An engineered jacquard mesh upper
Warranty: 3 months
Warranty provided by brand/manufacturer
PRODUCT STORY:
Playmakers, lock into the future. The soft upper combines a lightweight yet durable synthetic and a stretchy collar for a comfortable and supportive fit, so you can create without constraints throughout the 90 minutes. Dynamic motion system provides traction and agility for quick cuts and changes of pace.",Football,Synthetic,Lace-Ups,Regular,Marking,Fixed,Neutral,,Medium,,Medium,Hard,2,,3 months,
Puma,Unisex Kids Printed Tacto II FG/AG Fixed Cleats Football Shoes,₹2549,MRP ₹2999,(15% OFF),4.5,45 Ratings,"Product Design Details:
A pair of blue and white printed football shoes with fixed cleats, has regular styling, lace-ups detail
Lightweight, durable synthetic upper
Cushioned footbed
Textured and patterned TPU outsole
Regular fit
Soft lining that shapes to the foot
Lightweight TPU outsole suitable for use on natural and synthetic grass
PUMA Cat Logo on toe and tongue
PUMA Wordmark print at medial side
PUMA Youth style: Recommended for older kids between 8 and 16 years
Warranty: 3 months
Warranty to be provided by the brand/manufacturer
About The Product:
Slip on these TACTO II football boots and kick it in style. This affordable entry-level footwear is perfect for aspiring football superstars, complete with a soft lining and sturdy upper for maximum comfort. For ultimate performance on firm ground and artificial grass all the way to the final whistle.",Football,Synthetic,Lace-Ups,Regular,Marking,Fixed,,Flat,Medium,Long Distance,Long,Court,,,3 months,
Puma,Kids Black Football Cleated Soul Shoes,₹2124,MRP ₹2499,(15% OFF),4.1,48 Ratings,"Features:
Here's an entry-level football boot that's as practical as it is stylish. Next time your young footie player hits the pitch, make sure these are the boots they're wearing.
They're lightweight, with a synthetic upper material that combines comfort and longevity. And thanks to the regular tongue construction, they fit various foot shapes.
Low boot, Regular fit
Lightweight durable synthetic upper material for comfort and longevity, Lightweight TPU outsole with conical studs
Perfect for Firm ground and Artificial ground
Regular tongue construction fits various foot shapes
PUMA Cat Logo on tongue
PUMA Formstrip on lateral side
Fresh and dynamic graphic
Product design details
A pair of black football shoes, has regular Styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand / manufacturer",Football,Synthetic,Lace-Ups,Regular,Non-Marking,Fixed,Neutral,Medium,Medium,Long Distance,Long,Outdoor,,,3 months,
toothless,Boys Navy Blue Sports Shoes,₹449,MRP ₹1499,(70% OFF),3.8,21 Ratings,"A pair of navy blue shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Synthetic,Slip-On,Regular,Marking,No Cleats,,,Medium,,,Outdoor,,,,
toothless,Boys Maroon Walking Shoes,₹539,MRP ₹1799,(70% OFF),3.1,8 Ratings,"A pair of maroon shoes, has regular Styling, velcro detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Synthetic,Velcro,Regular,Marking,No Cleats,,,Medium,,,Outdoor,,,,
ABROS,Boys Air Mesh Walking Shoes,₹507,MRP ₹529,(4% OFF),4.4,105 Ratings,"A pair of shoes, has regular Styling, velcro detail
Upper mesh 
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Walking,Mesh,Velcro,Regular,Marking,No Cleats,Neutral,Medium,High,Track,Medium,All-Rounder,,,30 days,Air
Puma,Kids ATTACANTO TT Youth Football Boots,₹2069,MRP ₹2999,(31% OFF),4.7,58 Ratings,"PRODUCT DESIGN DETAILS:
Type : Footbal Shoes
Main materials: Synthetic
Product color: Black
Fastening: Lace-Up
Synthetic upper
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Low-profile multi-studded rubber outsole
Suitable for use on hard natural surfaces and synthetic grass
Warranty: 3 months
Warranty provided by brand/manufacturer
PRODUCT STORY :
A simple, no-nonsense boot built to meet your demands on the pitch, the attacanto is built with a soft upper for enhanced touch and ball control. The lightweight outsole will have you sprinting and changing direction with absolute ease.",Football,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Neutral,,Medium,,Medium,Turf Trainer,2,,3 months,
Puma,Unisex Kids Printed Truco III Youth Football Shoes,₹2799,MRP ₹3499,(20% OFF),4.4,78 Ratings,"Product Design Details:
A pair of black and red football shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured, patterned, and low profile non-marking rubber outsole
Regular to narrow fit
PUMA Archive No. 1 Label on tongue
PUMA Formstrip on medial and lateral sides
PUMA Youth: Recommended for kids between 8 and 16 years
Warranty: 3 months
Warranty to be provided by the brand/manufacturer
About The Product:
Futsal is intense, and the TRUCO IIIs are ready for all the intense action. In eye-catching colour combinations and featuring a lightweight, breathable, and abrasion-resistant upper with a non-marking rubber outsole to support quick, agile, and streak-free movement, this pair is perfect for soon-to-be stars.",Football,Synthetic,Lace-Ups,Regular,Non-Marking,No Cleats,,Flat,Low,Long Distance,Long,Indoor,,,3 months,
Puma,Unisex Kids Printed Tacto TT Youth Turf Training Football Shoes,₹2799,MRP ₹3999,(30% OFF),4.6,35 Ratings,"Product Design Details:
A pair of dark grey and black turf training football shoes, has regular styling, lace-ups detail
Lightweight, durable synthetic upper
Cushioned footbed
Textured, patterned, and non-marking rubber outsole suitable for indoor training
Regular fit
Soft lining that shapes to the foot
PUMA Cat Logo on toe and tongue
PUMA Wordmark print at medial sides
PUMA Youth style: Recommended for older kids between 8 and 16 years
Warranty: 3 months
Warranty to be provided by the brand/manufacturer
About The Product:
Practise your football tricks and flicks in style without the superstar prices. The new TACTO II is a fabulous football boot engineered for maximum performance at an affordable price. Grab these lightweight and low-maintenance boots, designed to shape to your foot, and head to indoor training with a real spring in your step.",Football,Synthetic,Lace-Ups,Regular,Non-Marking,No Cleats,,Flat,Medium,Long Distance,Long,Turf Trainer,,,3 months,
ABROS,Boys Air Mesh Walking Shoes,₹546,MRP ₹569,(4% OFF),4.2,32 Ratings,"A pair of shoes, has regular Styling, slip on detail
Upper mesh 
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Neutral,Medium,High,Track,Medium,All-Rounder,,,30 days,Air
ABROS,Kids Rock Walking Sports Shoes,₹507,MRP ₹529,(4% OFF),4.1,95 Ratings,"A pair of white shoes, has mid-top Styling, velcro detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Walking,Mesh,Velcro,Mid-Top,Marking,Fixed,Neutral,High,High,Track,Medium,All-Rounder,2,,30 days,Air
toothless,Boys Maroon Sports Shoes,₹509,MRP ₹1699,(70% OFF),3.1,8 Ratings,"A pair of maroon shoes, has regular Styling, velcro detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Synthetic,Velcro,Regular,Marking,No Cleats,,,Medium,,,Outdoor,,,,
toothless,Boys Red Mesh Sports Shoes,₹509,MRP ₹1699,(70% OFF),4.3,20 Ratings,"A pair of red shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Mesh,Lace-Ups,Regular,Marking,No Cleats,,,Medium,,,Outdoor,,,,
