Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Arch Type,Cushioning,Warranty,Distance,Surface Type,Technology,Number of Items,Pronation for Running Shoes,Running Type,Package Contains
HRX by Hrithik Roshan,Women Mesh Running Non-Marking Shoes,₹1119,MRP ₹3999,(72% OFF),4,12 Ratings,"A pair of purple shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,14 days,Medium,All-Rounder,,1,,Road Running,1 pair
Forever Glam by Pantaloons,Women Running Lace-Up Shoes,₹1119,MRP ₹1599,(30% OFF),3.6,20 Ratings,"A pair of pink shoes, has regular styling, slip-on detail
Upper synthetic
Cushioned footbed
Textured and patterned outsole",Running,Synthetic,Slip-On,Regular,Marking,No Cleats,,Medium,,,Outdoor,,2,,,one pair
Reebok,Women Woven Design Flexagon Energy TR 4 Training or Gym Shoes,₹2799,MRP ₹5599,(50% OFF),4.3,78 Ratings,"Special Technologies:
Ortholite
Product Design Details:
Main material: Textile upper/EVA outsole
Brand color: black
Woven upper design
Lace-up closure
Warranty: 3 months
Warranty provided by Brand/Manufacturer",Training or Gym,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Ortholite,,,,
Denill,Women White Running Shoes,₹859,MRP ₹1999,(57% OFF),4,2.1k Ratings,"A pair of white running shoes, has mid-top Styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Running,Synthetic,Lace-Ups,Mid-Top,Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,,,Road Running,
Campus,Women Blue Mesh Running Shoes,₹1804,MRP ₹1899,(5% OFF),4.4,3.4k Ratings,"A pair of blue shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Campus,Women STELLA Mesh Running Shoes,₹1799,MRP ₹2399,(25% OFF),4.4,444 Ratings,"A pair of peach-coloured running shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
HRX by Hrithik Roshan,Women Grey Mesh Running Shoes,₹929,MRP ₹2999,(69% OFF),4.3,10.5k Ratings,"A pair of grey shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,30 days,Long,Indoor,,1,,Track,1 pair of shoes
AfroJack,Women White Mesh Training or Gym Shoes,₹799,MRP ₹3995,(80% OFF),3.6,398 Ratings,"A pair of white shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Training or Gym,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,,Medium,3 months,,All-Rounder,Dual Fusion,,,,
HRX by Hrithik Roshan,Women Purple & White Mesh Walking Shoes,₹1291,MRP ₹3799,(66% OFF),4.1,984 Ratings,"A pair of purple , white & red shoes, has regular Styling, slip-on detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,,2,,,
Puma,Women Lex Running Shoes,₹3299,MRP ₹5999,(45% OFF),4.5,17 Ratings,"PRODUCT STORY:
Flex everyday fashion for the supremely stylish in our all new Lex Training Shoes, part of our Contemporary Essentials line. We married training functionality with street style aesthetics for the perfect daily shoe.

FEATURES & BENEFITS :
Our Lex Training Shoes feature a mixed-material upper for visual interest, a plush collar and statement TPU tooling.
DETAILS : Low boot construction, Mesh upper with colour blocking, Moulded plush collar, Tooling with detailed scribe and paint lines
Diamond TPU piece embedded in tooling.
Special Technology:
Softfoam optimal comfort

Product Details:
A pair of pink & black shoes, has regular Styling, lace-ups detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,All-Rounder,,2,Neutral,Road Running,1 pair of sports shoes
HRX by Hrithik Roshan,Women Pink And White Memory Foam Non-Marking Running Shoes,₹1294,MRP ₹3699,(65% OFF),4.4,512 Ratings,"A pair of pink and white sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,Fixed,Medium,High,30 days,Long,Indoor,Memory Foam,,,Track,
ADIDAS,Women Ford-Up Running Shoes,₹3919,MRP ₹5599,(30% OFF),4.1,47 Ratings,"Special technologies
Ortholite insole
Product Design Detail:
Main material: Textile upper / Rubber outsole
Brand colour: Core Black / Lucid Pink / Stone / Yellow
Classic 3 striped detail
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
About ADIDAS Women Ford-Up Running Shoes
The result is a comfortable and dynamic running experience, allowing athletes to push their limits with every stride. Renowned for their cutting-edge technology and meticulous design, Adidas has established itself as a leader in the world of running footwear. At the heart of Adidas running shoes is the innovative cushioning technology.",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Ortholite,2,Neutral,,1 pair of shoes
HRX by Hrithik Roshan,Women Black Memory Foam Technology Running Shoes,₹1289,MRP ₹4299,(70% OFF),4.3,455 Ratings,"A pair of black,white and pink sports shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,Memory Foam,2,,Track,
Puma,Women Cell Glare Running Shoes,₹3574,MRP ₹5499,(35% OFF),4.5,40 Ratings,"FEATURES & BENEFITS :
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel

PRODUCT DESIGN DETAILS:
A pair of pink and white textured round toe regular sports shoes with regular styling has a lace-up closure
Textile upper
Cushioned footbed
Rubber outsole
Outsole: Full-length rubber
Midsole: full length EVA
Heel: 10CELL
Upper: Synthetic and textile
Elevated cage design provided enhanced lockdown and bold visual
Screen print details
Rounded toe
Surface: Road.
Warranty: 3 Months
Warranty provided by brand/manufacturer
PRODUCT STORY :
The Cell Glare Women's Running Shoe brings the beautiful, integrated 10CELL heel to the road, offering comfort and stability through a supportive, cell-like structure. A sculpted, full-length EVA midsole provides long-lasting comfort, while the full-length rubber ousole brings all the traction you need. The upper features a bold, fast silhouette and lace-up construction. See you on the road.",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,Hard,,2,Neutral,Road Running,
ADIDAS,Women Woven Design Round-Toe Duramo RC Running Shoes with Striped Detail,₹3919,MRP ₹5599,(30% OFF),4.3,360 Ratings,"Special Technologies:
Adiwear outsole
Product Design Details:
Main material: Mesh upper/ rubber outsole
Brand colour: Core Black / Cloud White / Core Black
Woven design
Classic 3-stripe detail
Lace-up closure
Regular fit
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by the brand owner/ manufacturer
About ADIDAS Women Woven Design Round-Toe Duramo RC Running Shoes with Striped Detail
Run a little faster. Run a little further. With the light, soft and supportive feel of these adidas running shoes, you're set to take the next step in your running journey. EVA cushioning brings comfort to training runs and race day, while an Adiwear outsole grips to the track or pavement. Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Adiwear,2,Neutral,,1 pair of shoes
HRX by Hrithik Roshan,Women White & Blue Mesh Running Sports Shoes,₹929,MRP ₹2999,(69% OFF),4.3,10.5k Ratings,"A pair of white shoes, has regular Styling, lace-ups detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,,2,,Track,
Shoetopia,Women Colourblocked Lace-Up Walking Shoes,₹899,MRP ₹1999,(55% OFF),4,86 Ratings,"A pair of pink,white and lavender walking shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,,Medium,,Long,All-Rounder,,2,,Long Distance,
HRX by Hrithik Roshan,Women Mesh Running Shoes,₹1119,MRP ₹3999,(72% OFF),4,316 Ratings,"A pair of pink shoes, has regular styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,14 days,Medium,All-Rounder,,2,,Road Running,1 pair
Skechers,Women GO RUN 400 Running Shoes,₹2249,MRP ₹4499,(50% OFF),4.5,959 Ratings,"Special Technology
5GEN midsole combines with a biometric design. 5th Generation technology delivers energy return at an even lighter weight. Biometric midsole construction for support and stability
Sole with GOimpulse sensors for responsive traction and ground feel
Goga Run insole provides shock absorption and support.
Product Design Details
A pair of navy blue shoes, has regular styling, lace-ups detail
5GEN midsole material delivers comfort and response
Breathable sandwich mesh fabric and synthetic upper
Comfortable lightweight and well ventilated upper design
Super lightweight sandwich mesh upper
Layered mesh for comfort and breathability
Synthetic overlays at sides and heel for added support
Side S logo detail
Quick-Fit Portal at heel for added easy wear
Ideal for recreational and training runs
Warranty: 3 months against manufacturing defects only
Warranty provided by the brand owner/manufacturer
About the product
Keep your run light, comfortable and well cushioned with the Skechers GOrun 400 shoe. 5GEN midsole combines with a biometric design and breathable mesh upper for an advanced yet lightweight run.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,Soft,,2,Neutral,,one
Carlton London sports,Women Flyknit Mesh Walking Shoes,₹1319,MRP ₹2199,(40% OFF),4.1,461 Ratings,"A pair of grey shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand owner/manufacturer
Flynit technology",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,14 days,Medium,All-Rounder,Flyknit,2,Neutral,,
Campus,Women Black Mesh Running Shoes,₹674,MRP ₹899,(25% OFF),4.2,510 Ratings,"A pair of black, grey, and white running sports shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Slip-On,Regular,Non-Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
HRX by Hrithik Roshan,Women Running Shoes,₹1367,MRP ₹3599,(62% OFF),4.2,19 Ratings,"A pair of purple & black running shoes, has regular styling, lace-ups detail
Synthetic Upper
Quik Foam lite cushioning 
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Medium,Hard,Memory Foam,2,Neutral,Road Running,2 Casual Shoes
HRX by Hrithik Roshan,Women Woven Design Running Shoes,₹1590,MRP ₹3699,(57% OFF),3.4,9 Ratings,"A pair of blue woven design running shoes, has regular styling, with lace-up closure
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Low,3 months,,Court,,2,Neutral,,A pair of shoes
BTUF,Unisex Non-Marking Badminton Shoes,₹1249,MRP ₹3599,(Rs. 2350 OFF),4.1,21 Ratings,"A pair of white shoes, has regular styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Badminton,Synthetic,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,30 days,Medium,Court,Super Grip EVA,2,Neutral,Road Running,1 pair sports shoe
ADIDAS,Women Lite Racer 4.0 Running Shoes,₹3359,MRP ₹5599,(40% OFF),4.6,16 Ratings,"Special technologies
Cloudfoam midsole
Product Design Details
Main material: Synthetic upper / Synthetic outsole
Brand colour: Core Black / Core Black / Iron Metallic
Lace-up closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
About ADIDAS Women Lite Racer 4.0 Running Shoes
For lightweight comfort, look no further. These adidas sneakers keep you moving effortlessly through your routine, whether you're weaving through crowded streets or hanging out with friends. The Cloudfoam midsole cushions your step while a soft lining hugs the foot in place. The sturdy outsole stands up to daily wear, supporting you through both busy and laid-back days.This product features at least 20% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Cloudfoam,2,Neutral,,1 pair of shoes
Sparx,Women Walking Shoes,₹802,MRP ₹1099,(27% OFF),4.5,63 Ratings,"A pair of pink walking shoes, has regular Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,,Medium,,,All-Rounder,,2,,,1 pair
HRX by Hrithik Roshan,Women Mesh Running Non-Marking Shoes,₹1119,MRP ₹3999,(72% OFF),4.1,219 Ratings,"A pair of purple shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,14 days,Medium,All-Rounder,,2,,Road Running,1 pair
Skechers,Women Navy Blue GO FAST Goga Max Running Shoes,₹4499,MRP ₹5999,(25% OFF),4.3,550 Ratings,"Special Technology
GOrun Fast - Glide is a well-cushioned, lightweight trainer perfect for a variety of workouts in and out of the gym. Ideal for treadmill running and workouts.
5GEN midsole material delivers comfort and response
Air Cooled Goga Mat insole provides shock absorption and support
Design Details:
A pair of black running sports shoes, has regular styling
Lace up front for precise fit
Super lightweight engineered mesh fabric upper
Nearly one piece athletic knit fabric upper
Comfortable lightweight and well ventilated upper design
Sole designed for responsive traction and ground feel
Parametric midsole construction for support and stability
Woven-in stability weave and cooling weave panels
Synthetic overlay at laces for durability
Contrast colored collar trim
Well padded smooth heel collar and lining for added comfort
Weight: 6.4 oz. per shoe in a women's size 71 1/4 inch heel
Warranty: 3 months
Warranty provided by brand/manufacturer
About GO RUN FAST :
The Skechers GOrun Fast sneaker is a well-cushioned lightweight trainer perfect for play, gym and school uniforms. This single-color lace-up style features a breathable mesh upper with comfortable Air-Cooled Memory Foam(r) insole.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,,Outdoor,Goga Max,,,Road Running,
