Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
her by invictus,Women Black Croc Textured Pumps,₹1349,MRP ₹2699,(50% OFF),4.1,263 Ratings,"A pair of black croc textured pointed toe pumps, has regular styling, backstrap detail with buckle closure 
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a kitten heel",Kitten,Pumps,2.5 inches,Backstrap,Pointed Toe,Textured,,Regular,Work,EVA,
Colo,Open Toe Wedge Heels,₹675,MRP ₹1299,(48% OFF),4,294 Ratings,"A pair of tan brown sandals ,has regular ankle and open back
Synthetic leather solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Rubber,
Allen Solly,Textured Open Toe Block Heel,₹1931,MRP ₹2299,(16% OFF),4.1,73 Ratings,"A pair of black heel, has regular ankle and open back
PU textured upper
Cushioned footbed
Textured and patterend outsole
Has a block heel
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2.5 inches,Open Back,Open Toe,Textured,,Regular,Casual,Resin,6 months
Monrow,Brown PU Flatform Sandals,₹1701,MRP ₹2299,(26% OFF),4.2,1k Ratings,"A pair of brown sandals ,has regular ankle and open back
Pu solid upper with other
Cushioned footbed
Textured and patterend outsole, has a flatform
Warranty: 1 month",Flatform,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,PU,1 month
Mochi,Women Grey Embellished Heels,₹1014,MRP ₹1690,(40% OFF),4.3,1.3k Ratings,"A pair of grey open toe sandals, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a kitten heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Kitten,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Van Heusen,Textured Block Heel Pumps,₹2132,MRP ₹2699,(21% OFF),4.3,43 Ratings,"A pair of black pumps, has mid-top ankle and ankle loop with zip closure
Pu textured upper
Cushioned footbed
Textured and patterend outsole,
Has a block heel",Block,Pumps,3 inches,Ankle Loop,Pointed Toe,Textured,,Mid-Top,Casual,Resin,
Allen Solly,Block Heels,₹1679,MRP ₹1999,(16% OFF),3.9,278 Ratings,"A pair of tan brown sandals, has regular ankle and backstrap
Pu solid upper
Cushioned footbed
Textured and patterned outsole, has block heels
Warranty: 6 months
Warranty provided by the brand owner /manufacturer",Block,Sandals,1.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,6 months
Mast & Harbour,White Pointed Toe Kitten Heeled Pumps,₹999,MRP ₹2999,(Rs. 2000 OFF),4,72 Ratings,"A pair of white pumps ,has regular ankle and closed back
Synthetic leather solid upper 
Cushioned footbed
Textured and patterend outsole, has a kitten",Kitten,Pumps,1.5 inches,Closed Back,Pointed Toe,Solid,,Regular,Casual,Resin,
Roadster,Strappy Wedge Heels,₹890,MRP ₹2699,(67% OFF),4.2,18 Ratings,"A pair of white strappy heels ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,TPR,1 month
Lavie,Women Block Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),4.5,10 Ratings,"A pair of cream-coloured sandals ,has regular ankle and open back
Synthetic leather solid upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Open Back,Square Toe,Solid,,Regular,Casual,Synthetic,
ELLE,Pink Block Heels,₹1499,MRP ₹1999,(25% OFF),4.2,492 Ratings,"A pair of pink sandals ,has regular ankle and open back
Synthetic woven design upper with bows
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Sandals,1.5 inches,Open Back,Open Toe,Woven Design,Bows,Regular,Casual,Resin,15 days
Lavie,Textured Open Toe Flatform Heels,₹899,MRP ₹3599,(Rs. 2700 OFF),3.4,13 Ratings,"A pair of copper-toned open toe flatform heels
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Flatform,Sandals,2 inches,Backstrap,Open Toe,Textured,,Regular,Casual,PU,
Mast & Harbour,Brown Embellished Bows Detail Open Toe Platform Heels,₹999,MRP ₹2499,(60% OFF),4.2,210 Ratings,"A pair of brown heels ,has regular ankle and open back
Synthetic leather embellished upper with western-embellished
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,PU,
Metro,Open Toe Wedge Heels,₹1479,MRP ₹2690,(45% OFF),4.1,18 Ratings,"A pair of black heels ,has regular ankle and open back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,1 month
ELLE,Women Embellished Party Slim Heels,₹1439,MRP ₹2399,(40% OFF),4.2,229 Ratings,"A pair of transparent and gold-toned slim heel sandals
Has regular ankle and open back
Synthetic stones embellished upper
Cushioned footbed
Textured and patterend outsole
Warranty: 15 days
Warranty provided by the brand owner/ manufacturer",Slim,Sandals,3.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,15 days
ICONICS,Embellished Open Toe Block Heels,₹899,MRP ₹1999,(55% OFF),4.1,90 Ratings,"A pair of copper-toned heels ,has regular ankle and open back detail
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand manufacturer",Block,Sandals,2.5 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,15 days
Lavie,Women Round Toe Flatform Sandal Heels,₹899,MRP ₹3599,(Rs. 2700 OFF),3.6,28 Ratings,"A pair of gold-toned round toe flatform heels
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Flatform,Sandals,2 inches,Backstrap,Round Toe,Embellished,,Regular,Party,PU,
Mochi,Women Embellished Block Heels,₹1494,MRP ₹2490,(40% OFF),4.1,171 Ratings,"A pair of heels, has regular ankle and open back
Synthetic embellished upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 1 month 
Warranty provided by the brand/manufacturer",Block,Sandals,4 inches,Open Back,Round Toe,Embellished,,Regular,Casual,PU,1 month
Vishudh,Women Gold-Toned Woven Design Pumps,₹703,MRP ₹1598,(56% OFF),4.1,4.3k Ratings,"This model is wearing heels from our stylist's collection, see the image for a mock-up of what the actual heels would look like",Block,Pumps,2.5 inches,Backstrap,Open Toe,Woven Design,Western - Embellished,Regular,Casual,Neolite,15 days
JM Looks,Pointed Toe Block Pumps With Bows,₹1197,MRP ₹1995,(40% OFF),4.4,122 Ratings,"A pair of silver-toned & transparent pumps,has regular ankle and backstrap
Synthetic solid upper with bows 
Cushioned footbed
Textured and patterend outsole, has a block heels
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Pumps,3 inches,Backstrap,Pointed Toe,Solid,Bows,Regular,Casual,Resin,1 month
AXIUM,Open Toe Stiletto Heels,₹999,MRP ₹2499,(Rs. 1500 OFF),4.3,456 Ratings,"A pair of black heels ,has regular ankle and open back
Synthetic leather solid upper 
Cushioned footbed
Textured and patterend outsole, has a stiletto heeled",Stiletto,Sandals,3.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,PVC,
Allen Solly,Glossy Block Heels,₹2132,MRP ₹2699,(21% OFF),4.5,22 Ratings,"A pair of gold-toned glossy block heels,has mid-top ankle and ankle loop
PU solid upper
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,3.5 inches,Ankle Loop,Open Toe,Solid,,Mid-Top,Party,TPR,6 months
DressBerry,Peach-Coloured Open Toe Flatform Heels,₹874,MRP ₹2499,(65% OFF),3.8,2k Ratings,"A pair of peach-coloured sandals ,has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a flatform",Flatform,Sandals,2.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,
Metro,Beige & Peach Coloured Colourblocked Block Heels,₹1014,MRP ₹1690,(40% OFF),4.3,1k Ratings,"A pair of beige and peach-colouredHeels ,has regular ankle and ankle loop
Synthetic colourblocked upper with other
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Ankle Loop,Square Toe,Colourblocked,,Regular,Casual,Resin,1 month
Shoetopia,Embellished Pointed Toe Suede Stiletto Heeled Pumps,₹1199,MRP ₹2999,(60% OFF),4,237 Ratings,"A pair of black pumps ,has regular ankle and open back
Suede embellished upper with western embellished
Cushioned footbed
Textured and patterend outsole, has a stiletto",Stiletto,Pumps,2.5 inches,Open Back,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Mochi,Women Beige Solid Heels,₹1245,MRP ₹2490,(50% OFF),4.4,872 Ratings,"A pair of beige open toe heels, has regular styling, open back detail, has embellished detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,2 inches,Open Back,Open Toe,Solid,Western - Embellished,Regular,Casual,TPR,1 month
ELLE,Transparent & Rose Gold Embellished Ethnic Block Heel Sandals,₹1319,MRP ₹2399,(45% OFF),4.4,448 Ratings,"A pair of transparent and rose gold block heel sandals, has regular ankle height and open back
Synthetic embellished upper with ethnic - embellished detail
Cushioned footbed
Textured and patterend outsole
Warranty: 15 days
Warranty provided by the brand owner/ mannufacturer",Block,Sandals,2.5 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Ethnic,Resin,15 days
JM Looks,Gladiators Block Heels,₹997,MRP ₹1995,(50% OFF),4.2,118 Ratings,"A pair of black gladiators block heels ,has regular ankle and lace-ups
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Gladiators,3.5 inches,Lace-Ups,Open Toe,Solid,,Regular,Casual,Resin,1 month
Shoetopia,Embellished Party Stiletto Peep Toes,₹1199,MRP ₹2999,(60% OFF),4.1,772 Ratings,"A pair of gold-toned peep toes ,has regular ankle and backstrap
Synthetic embellished upper with western-embellished
Cushioned footbed
Textured and patterend outsole, has a stiletto",Stiletto,Peep Toes,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Allen Solly,Open Toe Wedge Heel,₹1923,MRP ₹2599,(26% OFF),4.1,68 Ratings,"A pair of blue open toe heel, has regular ankle and backstrap with buckle closure
PU solid upper
Cushioned footbed
Textured and patterend outsole
Has a wedge heel
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Wedge,Sandals,1.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,TPR,6 months
Carlton London,Textured Open Toe Block Heels,₹1319,MRP ₹2199,(40% OFF),3.4,11 Ratings,"A pair of silver-toned heels ,has regular ankle and ankle loop
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Sandals,2.5 inches,Ankle Loop,Open Toe,Textured,,Regular,Casual,Resin,15 days
Mochi,Women Champagne-Toned Printed Wedges,₹995,MRP ₹1990,(50% OFF),4.1,423 Ratings,"A pair of champagne-toned open toe sandals, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has wedge heels
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Printed,,Regular,Ethnic,Resin,1 month
knoos,Strapy Open Toe Backstrap Flatform Heels,₹999,MRP ₹4999,(80% OFF),4.2,199 Ratings,"A pair of black open toe flatform heels ,has regular ankle and backstrap
Synthetic leather upper
Cushioned footbed
Textured and patterend outsole, has a flatform",Flatform,Sandals,1 inch,Backstrap,Open Toe,Solid,,Regular,Casual,Rubber,
Carlton London,Open Toe Comfort Heels,₹1439,MRP ₹2399,(40% OFF),4.4,61 Ratings,"A pair of black sandals ,has regular ankle and backstraps
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a comfort heels
Warranty: 15 days
Warranty provided by brand/manufacturer",Comfort,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,EVA,15 days
Allen Solly,Women Block Heeled Pumps with Bows,₹1974,MRP ₹2499,(21% OFF),4.2,34 Ratings,"A pair of pink pumps, has mid-top ankle and ankle loop
Pu solid upper with bows
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Pumps,2 inches,Ankle Loop,Pointed Toe,Solid,Bows,Mid-Top,Casual,TPR,6 months
Mochi,Embellished Party T- Strap Block Heels,₹1488,MRP ₹2290,(35% OFF),4.1,26 Ratings,"A pair of gold-toned heels ,has regular ankle and open back
Synthetic embellished upper with western-embellished 
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,1.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,1 month
Shezone,Women Silver-Toned Solid Wedges,₹799,MRP ₹1499,(Rs. 700 OFF),4.1,1.8k Ratings,"A pair of silver-toned open toe wedges, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,PVC,1 month
ELLE,Rose Gold-Toned Embellished Block Heels,₹1319,MRP ₹2399,(45% OFF),4.2,761 Ratings,"A pair of rose gold-toned sandals, has regular ankle and open back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterned outsole, has block heels
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Block,Sandals,3.5 inches,Open Back,Open Toe,Solid,Western - Embellished,Regular,Casual,Resin,15 days
Denill,Women Black Comfort Sandals,₹799,MRP ₹1999,(60% OFF),3.9,74 Ratings,"A pair of black sandals ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterned outsole, has a comfort",Comfort,Sandals,1 inch,Open Back,Round Toe,Solid,,Regular,Casual,EVA,
Mochi,Embellished Open Toe Kitten Heels,₹1614,MRP ₹2690,(40% OFF),4.3,27 Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic embellished upper 
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month
Warranty provided by brand/manufacturer",Kitten,Sandals,1 inch,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
MOSAC,Women Embellished Party Wedge Sandal,₹674,MRP ₹1499,(55% OFF),4.1,19 Ratings,"A pair of silver-toned sandals ,has regular ankle and open back
Synthetic leather solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,2.5 inches,Open Back,Square Toe,Solid,Western - Embellished,Regular,Party,PVC,
GNIST,Pointed Toe Block Heeled Pumps,₹1499,MRP ₹2999,(Rs. 1500 OFF),4.5,16 Ratings,"A pair of white pumps ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 14 days
Warranty provided by brand/manufacturer",Block,Pumps,3 inches,Backstrap,Pointed Toe,Solid,,Regular,Casual,Synthetic,14 days
Mochi,Black Block Heels,₹1318,MRP ₹2690,(51% OFF),4.1,56 Ratings,"A pair of black heels ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,1 month
Allen Solly,Glossy Block Heels,₹2132,MRP ₹2699,(21% OFF),3.9,55 Ratings,"A pair of black glossy block heels,has mid-top ankle and ankle loop
PU solid upper
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,3.5 inches,Ankle Loop,Open Toe,Solid,,Mid-Top,Casual,TPR,6 months
Mochi,Embellished Criss-Cross Wedge Heels,₹1614,MRP ₹2690,(40% OFF),4.2,115 Ratings,"A pair of beige and white embellished criss-cross wedge heels,has regular ankle and backstrap
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,5 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Party,Resin,1 month
Mast & Harbour,Women Block Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),4.1,101 Ratings,"A pair of white sandals ,has regular ankle and backstrap
Synthetic leather solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block heel",Block,Sandals,1 inch,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,Resin,
Mochi,Women Gold-Toned & Silver-Toned Embellished Suede Wedge Heels,₹845,MRP ₹1690,(50% OFF),4.3,636 Ratings,"A pair of gold-toned and silver-toned sandals ,has regular ankle and open back
Suede embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterned outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3.5 inches,Open Back,Round Toe,Embellished,Ethnic - Embellished,Regular,Ethnic,Resin,1 month
